"","year","state","count","straight_percentage","population","percent_pop","weight_percent","per_capita","per_million"
"200",2018,"WV",7,0.0075,1793716,0.0054,0.0075,3.90251299536827e-06,3.90251299536827
"201",2018,"WY",4,0.0043,576851,0.0017,0.0043,6.93419964600911e-06,6.93419964600911
"202",2019,"AK",6,0.0064,733391,0.0022,0.0064,8.18117484397818e-06,8.18117484397818
"203",2019,"AL",11,0.0118,5024279,0.0152,0.0118,2.18936886267662e-06,2.18936886267662
"204",2019,"AR",17,0.0182,3011524,0.0091,0.0182,5.64498240757836e-06,5.64498240757836
"205",2019,"AZ",35,0.0376,7151502,0.0216,0.0376,4.89407679673445e-06,4.89407679673445
"206",2019,"CA",119,0.1277,39538223,0.1193,0.1277,3.00974578447797e-06,3.00974578447797
"207",2019,"CO",36,0.0386,5773714,0.0174,0.0386,6.23515470284811e-06,6.23515470284811
"208",2019,"CT",4,0.0043,3605944,0.0109,0.0043,1.10927956729223e-06,1.10927956729223
"209",2019,"DC",1,0.0011,689545,0.0021,0.0011,1.45023167451e-06,1.45023167451
"210",2019,"DE",2,0.0021,989948,0.003,0.0021,2.02030813739712e-06,2.02030813739712
"211",2019,"FL",58,0.0622,21538187,0.065,0.0622,2.69289146760589e-06,2.69289146760589
"212",2019,"GA",35,0.0376,10711908,0.0323,0.0376,3.26739176624743e-06,3.26739176624743
"213",2019,"HI",7,0.0075,1455271,0.0044,0.0075,4.8101006616637e-06,4.8101006616637
"214",2019,"IA",5,0.0054,3190369,0.0096,0.0054,1.5672168329118e-06,1.5672168329118
"215",2019,"ID",7,0.0075,1839106,0.0055,0.0075,3.8061971414372e-06,3.8061971414372
"216",2019,"IL",13,0.0139,12812508,0.0387,0.0139,1.0146335128142e-06,1.0146335128142
"217",2019,"IN",16,0.0172,6785528,0.0205,0.0172,2.35795946903469e-06,2.35795946903469
"218",2019,"KS",9,0.0097,2937880,0.0089,0.0097,3.06343349626261e-06,3.06343349626261
"219",2019,"KY",14,0.015,4505836,0.0136,0.015,3.1070815715441e-06,3.1070815715441
"220",2019,"LA",20,0.0215,4657757,0.0141,0.0215,4.29391228438925e-06,4.29391228438925
"221",2019,"MA",3,0.0032,7029917,0.0212,0.0032,4.26747570419395e-07,0.426747570419395
"222",2019,"MD",18,0.0193,6177224,0.0186,0.0193,2.91393027029617e-06,2.91393027029617
"223",2019,"ME",3,0.0032,1362359,0.0041,0.0032,2.20206274557587e-06,2.20206274557587
"224",2019,"MI",13,0.0139,10077331,0.0304,0.0139,1.29002411452001e-06,1.29002411452001
"225",2019,"MN",11,0.0118,5706494,0.0172,0.0118,1.92762841772899e-06,1.92762841772899
"226",2019,"MO",28,0.03,6154913,0.0186,0.03,4.54921133734953e-06,4.54921133734953
"227",2019,"MS",16,0.0172,2961279,0.0089,0.0172,5.40307076773246e-06,5.40307076773246
"228",2019,"MT",6,0.0064,1084225,0.0033,0.0064,5.53390670755609e-06,5.53390670755609
"229",2019,"NC",32,0.0343,10439388,0.0315,0.0343,3.06531379042526e-06,3.06531379042526
"230",2019,"NE",6,0.0064,1961504,0.0059,0.0064,3.05887726968693e-06,3.05887726968693
"231",2019,"NH",2,0.0021,1377529,0.0042,0.0021,1.45187506034356e-06,1.45187506034356
"232",2019,"NJ",12,0.0129,9288994,0.028,0.0129,1.29185141038954e-06,1.29185141038954
"233",2019,"NM",13,0.0139,2117522,0.0064,0.0139,6.13925144579372e-06,6.13925144579372
"234",2019,"NV",11,0.0118,3104614,0.0094,0.0118,3.54311357225085e-06,3.54311357225085
"235",2019,"NY",20,0.0215,20201249,0.0609,0.0215,9.90037794197774e-07,0.990037794197774
"236",2019,"OH",24,0.0258,11799448,0.0356,0.0258,2.03399345460906e-06,2.03399345460906
"237",2019,"OK",32,0.0343,3959353,0.0119,0.0343,8.08212856999616e-06,8.08212856999616
"238",2019,"OR",18,0.0193,4237256,0.0128,0.0193,4.24803221707633e-06,4.24803221707633
"239",2019,"PA",14,0.015,13002700,0.0392,0.015,1.07669945472863e-06,1.07669945472863
"240",2019,"SC",17,0.0182,5118425,0.0154,0.0182,3.32133419948519e-06,3.32133419948519
"241",2019,"SD",3,0.0032,886667,0.0027,0.0032,3.38345737464008e-06,3.38345737464008
"242",2019,"TN",31,0.0333,6910840,0.0209,0.0333,4.48570651324586e-06,4.48570651324586
"243",2019,"TX",97,0.1041,29145505,0.0879,0.1041,3.32812898592768e-06,3.32812898592768
"244",2019,"UT",12,0.0129,3271616,0.0099,0.0129,3.66791212660655e-06,3.66791212660655
"245",2019,"VA",9,0.0097,8631393,0.026,0.0097,1.04270538950086e-06,1.04270538950086
"246",2019,"VT",3,0.0032,643077,0.0019,0.0032,4.66507121231206e-06,4.66507121231206
"247",2019,"WA",33,0.0354,7705281,0.0232,0.0354,4.28277696815989e-06,4.28277696815989
"248",2019,"WI",17,0.0182,5893718,0.0178,0.0182,2.88442711375061e-06,2.88442711375061
"249",2019,"WV",12,0.0129,1793716,0.0054,0.0129,6.69002227777419e-06,6.69002227777418
"250",2019,"WY",1,0.0011,576851,0.0017,0.0011,1.73354991150228e-06,1.73354991150228
"251",2020,"AK",9,0.0093,733391,0.0022,0.0093,1.22717622659673e-05,12.2717622659673
"252",2020,"AL",14,0.0145,5024279,0.0152,0.0145,2.78646946158842e-06,2.78646946158842
"253",2020,"AR",11,0.0114,3011524,0.0091,0.0114,3.65263567549188e-06,3.65263567549188
"254",2020,"AZ",43,0.0445,7151502,0.0216,0.0445,6.01272292170232e-06,6.01272292170232
"255",2020,"CA",137,0.1417,39538223,0.1193,0.1417,3.46500144935699e-06,3.46500144935699
"256",2020,"CO",38,0.0393,5773714,0.0174,0.0393,6.58155218633968e-06,6.58155218633968
"257",2020,"CT",5,0.0052,3605944,0.0109,0.0052,1.38659945911528e-06,1.38659945911528
"258",2020,"DC",1,0.001,689545,0.0021,0.001,1.45023167451e-06,1.45023167451
"259",2020,"DE",2,0.0021,989948,0.003,0.0021,2.02030813739712e-06,2.02030813739712
"260",2020,"FL",83,0.0858,21538187,0.065,0.0858,3.85362054847049e-06,3.85362054847049
"261",2020,"GA",40,0.0414,10711908,0.0323,0.0414,3.73416201856849e-06,3.73416201856849
"262",2020,"HI",2,0.0021,1455271,0.0044,0.0021,1.37431447476106e-06,1.37431447476106
"263",2020,"IA",6,0.0062,3190369,0.0096,0.0062,1.88066019949417e-06,1.88066019949417
"264",2020,"ID",6,0.0062,1839106,0.0055,0.0062,3.26245469266046e-06,3.26245469266046
"265",2020,"IL",13,0.0134,12812508,0.0387,0.0134,1.0146335128142e-06,1.0146335128142
"266",2020,"IN",25,0.0259,6785528,0.0205,0.0259,3.6843116703667e-06,3.6843116703667
"267",2020,"KS",7,0.0072,2937880,0.0089,0.0072,2.38267049709314e-06,2.38267049709314
"268",2020,"KY",19,0.0196,4505836,0.0136,0.0196,4.21675356138128e-06,4.21675356138128
"269",2020,"LA",20,0.0207,4657757,0.0141,0.0207,4.29391228438925e-06,4.29391228438925
"270",2020,"MA",6,0.0062,7029917,0.0212,0.0062,8.53495140838789e-07,0.853495140838789
"271",2020,"MD",13,0.0134,6177224,0.0186,0.0134,2.1045051952139e-06,2.1045051952139
"272",2020,"ME",4,0.0041,1362359,0.0041,0.0041,2.93608366076783e-06,2.93608366076783
"273",2020,"MI",15,0.0155,10077331,0.0304,0.0155,1.4884893629077e-06,1.4884893629077
"274",2020,"MN",8,0.0083,5706494,0.0172,0.0083,1.40191157653018e-06,1.40191157653018
"275",2020,"MO",24,0.0248,6154913,0.0186,0.0248,3.89932400344245e-06,3.89932400344245
"276",2020,"MS",8,0.0083,2961279,0.0089,0.0083,2.70153538386623e-06,2.70153538386623
"277",2020,"MT",10,0.0103,1084225,0.0033,0.0103,9.22317784592681e-06,9.22317784592681
"278",2020,"NC",33,0.0341,10439388,0.0315,0.0341,3.16110484637605e-06,3.16110484637605
"279",2020,"ND",3,0.0031,779094,0.0024,0.0031,3.85062649693105e-06,3.85062649693105
"280",2020,"NE",4,0.0041,1961504,0.0059,0.0041,2.03925151312462e-06,2.03925151312462
"281",2020,"NH",4,0.0041,1377529,0.0042,0.0041,2.90375012068711e-06,2.90375012068711
"282",2020,"NJ",8,0.0083,9288994,0.028,0.0083,8.61234273593028e-07,0.861234273593028
"283",2020,"NM",15,0.0155,2117522,0.0064,0.0155,7.08375166822352e-06,7.08375166822352
"284",2020,"NV",24,0.0248,3104614,0.0094,0.0248,7.73042961218367e-06,7.73042961218367
"285",2020,"NY",19,0.0196,20201249,0.0609,0.0196,9.40535904487886e-07,0.940535904487886
"286",2020,"OH",21,0.0217,11799448,0.0356,0.0217,1.77974427278293e-06,1.77974427278293
"287",2020,"OK",26,0.0269,3959353,0.0119,0.0269,6.56672946312188e-06,6.56672946312188
"288",2020,"OR",14,0.0145,4237256,0.0128,0.0145,3.30402505772604e-06,3.30402505772604
"289",2020,"PA",19,0.0196,13002700,0.0392,0.0196,1.46123497427457e-06,1.46123497427457
"290",2020,"SC",14,0.0145,5118425,0.0154,0.0145,2.73521639957604e-06,2.73521639957604
"291",2020,"SD",1,0.001,886667,0.0027,0.001,1.12781912488003e-06,1.12781912488003
"292",2020,"TN",28,0.029,6910840,0.0209,0.029,4.05160588293174e-06,4.05160588293174
"293",2020,"TX",78,0.0807,29145505,0.0879,0.0807,2.67622743198308e-06,2.67622743198308
"294",2020,"UT",16,0.0165,3271616,0.0099,0.0165,4.89054950214206e-06,4.89054950214206
"295",2020,"VA",15,0.0155,8631393,0.026,0.0155,1.73784231583477e-06,1.73784231583477
"296",2020,"WA",32,0.0331,7705281,0.0232,0.0331,4.15299584791262e-06,4.15299584791262
"297",2020,"WI",18,0.0186,5893718,0.0178,0.0186,3.05409929691241e-06,3.05409929691241
"298",2020,"WV",5,0.0052,1793716,0.0054,0.0052,2.78750928240591e-06,2.78750928240591
"299",2020,"WY",1,0.001,576851,0.0017,0.001,1.73354991150228e-06,1.73354991150228
"300",2021,"AK",7,0.0075,733391,0.0022,0.0075,9.54470398464121e-06,9.54470398464121
"301",2021,"AL",22,0.0235,5024279,0.0152,0.0235,4.37873772535323e-06,4.37873772535323
"302",2021,"AR",13,0.0139,3011524,0.0091,0.0139,4.31675125285404e-06,4.31675125285404
"303",2021,"AZ",33,0.0353,7151502,0.0216,0.0353,4.61441526549248e-06,4.61441526549248
"304",2021,"CA",115,0.1229,39538223,0.1193,0.1229,2.9085778589493e-06,2.9085778589493
"305",2021,"CO",29,0.031,5773714,0.0174,0.031,5.02276351062765e-06,5.02276351062765
"306",2021,"CT",2,0.0021,3605944,0.0109,0.0021,5.54639783646113e-07,0.554639783646113
"307",2021,"DC",7,0.0075,689545,0.0021,0.0075,1.015162172157e-05,10.15162172157
"308",2021,"DE",2,0.0021,989948,0.003,0.0021,2.02030813739712e-06,2.02030813739712
"309",2021,"FL",41,0.0438,21538187,0.065,0.0438,1.90359569261795e-06,1.90359569261795
"310",2021,"GA",51,0.0545,10711908,0.0323,0.0545,4.76105657367483e-06,4.76105657367483
"311",2021,"HI",6,0.0064,1455271,0.0044,0.0064,4.12294342428317e-06,4.12294342428318
"312",2021,"IA",9,0.0096,3190369,0.0096,0.0096,2.82099029924125e-06,2.82099029924125
"313",2021,"ID",11,0.0118,1839106,0.0055,0.0118,5.98116693654417e-06,5.98116693654417
"314",2021,"IL",28,0.0299,12812508,0.0387,0.0299,2.18536448913827e-06,2.18536448913827
"315",2021,"IN",21,0.0224,6785528,0.0205,0.0224,3.09482180310803e-06,3.09482180310803
"316",2021,"KS",11,0.0118,2937880,0.0089,0.0118,3.74419649543208e-06,3.74419649543208
"317",2021,"KY",16,0.0171,4505836,0.0136,0.0171,3.55095036747898e-06,3.55095036747898
"318",2021,"LA",19,0.0203,4657757,0.0141,0.0203,4.07921667016978e-06,4.07921667016978
"319",2021,"MA",10,0.0107,7029917,0.0212,0.0107,1.42249190139798e-06,1.42249190139798
"320",2021,"MD",16,0.0171,6177224,0.0186,0.0171,2.59016024026326e-06,2.59016024026326
"321",2021,"ME",6,0.0064,1362359,0.0041,0.0064,4.40412549115175e-06,4.40412549115175
"322",2021,"MI",23,0.0246,10077331,0.0304,0.0246,2.28235035645847e-06,2.28235035645847
"323",2021,"MN",12,0.0128,5706494,0.0172,0.0128,2.10286736479527e-06,2.10286736479527
"324",2021,"MO",30,0.0321,6154913,0.0186,0.0321,4.87415500430307e-06,4.87415500430307
"325",2021,"MS",13,0.0139,2961279,0.0089,0.0139,4.38999499878262e-06,4.38999499878262
"326",2021,"MT",7,0.0075,1084225,0.0033,0.0075,6.45622449214877e-06,6.45622449214877
"327",2021,"NC",23,0.0246,10439388,0.0315,0.0246,2.20319428686816e-06,2.20319428686816
"328",2021,"ND",3,0.0032,779094,0.0024,0.0032,3.85062649693105e-06,3.85062649693105
"329",2021,"NE",10,0.0107,1961504,0.0059,0.0107,5.09812878281156e-06,5.09812878281156
"330",2021,"NH",2,0.0021,1377529,0.0042,0.0021,1.45187506034356e-06,1.45187506034356
"331",2021,"NJ",8,0.0085,9288994,0.028,0.0085,8.61234273593028e-07,0.861234273593028
"332",2021,"NM",22,0.0235,2117522,0.0064,0.0235,1.03895024467278e-05,10.3895024467278
"333",2021,"NV",10,0.0107,3104614,0.0094,0.0107,3.22101233840986e-06,3.22101233840986
"334",2021,"NY",18,0.0192,20201249,0.0609,0.0192,8.91034014777997e-07,0.891034014777997
"335",2021,"OH",25,0.0267,11799448,0.0356,0.0267,2.11874318188444e-06,2.11874318188444
"336",2021,"OK",15,0.016,3959353,0.0119,0.016,3.7884977671857e-06,3.7884977671857
"337",2021,"OR",17,0.0182,4237256,0.0128,0.0182,4.01203042723876e-06,4.01203042723876
"338",2021,"PA",24,0.0256,13002700,0.0392,0.0256,1.84577049382051e-06,1.84577049382051
"339",2021,"SC",16,0.0171,5118425,0.0154,0.0171,3.12596159951548e-06,3.12596159951548
"340",2021,"SD",3,0.0032,886667,0.0027,0.0032,3.38345737464008e-06,3.38345737464008
"341",2021,"TN",34,0.0363,6910840,0.0209,0.0363,4.91980714355997e-06,4.91980714355997
"342",2021,"TX",84,0.0897,29145505,0.0879,0.0897,2.88209108059716e-06,2.88209108059716
"343",2021,"UT",12,0.0128,3271616,0.0099,0.0128,3.66791212660655e-06,3.66791212660655
"344",2021,"VA",18,0.0192,8631393,0.026,0.0192,2.08541077900172e-06,2.08541077900172
"345",2021,"VT",2,0.0021,643077,0.0019,0.0021,3.1100474748747e-06,3.1100474748747
"346",2021,"WA",10,0.0107,7705281,0.0232,0.0107,1.29781120247269e-06,1.29781120247269
"347",2021,"WI",11,0.0118,5893718,0.0178,0.0118,1.8663940147798e-06,1.8663940147798
"348",2021,"WV",6,0.0064,1793716,0.0054,0.0064,3.34501113888709e-06,3.34501113888709
"349",2021,"WY",3,0.0032,576851,0.0017,0.0032,5.20064973450683e-06,5.20064973450683
"350",2022,"AK",4,0.0047,733391,0.0022,0.0047,5.45411656265212e-06,5.45411656265212
"351",2022,"AL",14,0.0163,5024279,0.0152,0.0163,2.78646946158842e-06,2.78646946158842
"352",2022,"AR",13,0.0151,3011524,0.0091,0.0151,4.31675125285404e-06,4.31675125285404
"353",2022,"AZ",40,0.0466,7151502,0.0216,0.0466,5.59323062483937e-06,5.59323062483937
"354",2022,"CA",89,0.1036,39538223,0.1193,0.1036,2.25098634301294e-06,2.25098634301294
"355",2022,"CO",29,0.0338,5773714,0.0174,0.0338,5.02276351062765e-06,5.02276351062765
"356",2022,"CT",1,0.0012,3605944,0.0109,0.0012,2.77319891823057e-07,0.277319891823057
"357",2022,"DC",2,0.0023,689545,0.0021,0.0023,2.90046334902001e-06,2.90046334902001
"358",2022,"DE",1,0.0012,989948,0.003,0.0012,1.01015406869856e-06,1.01015406869856
"359",2022,"FL",51,0.0594,21538187,0.065,0.0594,2.3678873249638e-06,2.3678873249638
"360",2022,"GA",49,0.057,10711908,0.0323,0.057,4.57434847274641e-06,4.57434847274641
"361",2022,"IA",5,0.0058,3190369,0.0096,0.0058,1.5672168329118e-06,1.5672168329118
"362",2022,"ID",6,0.007,1839106,0.0055,0.007,3.26245469266046e-06,3.26245469266046
"363",2022,"IL",18,0.021,12812508,0.0387,0.021,1.40487717158889e-06,1.40487717158889
"364",2022,"IN",14,0.0163,6785528,0.0205,0.0163,2.06321453540535e-06,2.06321453540535
"365",2022,"KS",9,0.0105,2937880,0.0089,0.0105,3.06343349626261e-06,3.06343349626261
"366",2022,"KY",13,0.0151,4505836,0.0136,0.0151,2.88514717357667e-06,2.88514717357667
"367",2022,"LA",17,0.0198,4657757,0.0141,0.0198,3.64982544173086e-06,3.64982544173086
"368",2022,"MA",5,0.0058,7029917,0.0212,0.0058,7.11245950698991e-07,0.711245950698991
"369",2022,"MD",11,0.0128,6177224,0.0186,0.0128,1.78073516518099e-06,1.78073516518099
"370",2022,"ME",5,0.0058,1362359,0.0041,0.0058,3.67010457595979e-06,3.67010457595979
"371",2022,"MI",17,0.0198,10077331,0.0304,0.0198,1.68695461129539e-06,1.68695461129539
"372",2022,"MN",7,0.0081,5706494,0.0172,0.0081,1.22667262946391e-06,1.22667262946391
"373",2022,"MO",24,0.0279,6154913,0.0186,0.0279,3.89932400344245e-06,3.89932400344245
"374",2022,"MS",9,0.0105,2961279,0.0089,0.0105,3.03922730684951e-06,3.03922730684951
"375",2022,"MT",7,0.0081,1084225,0.0033,0.0081,6.45622449214877e-06,6.45622449214877
"376",2022,"NC",25,0.0291,10439388,0.0315,0.0291,2.39477639876974e-06,2.39477639876974
"377",2022,"ND",3,0.0035,779094,0.0024,0.0035,3.85062649693105e-06,3.85062649693105
"378",2022,"NE",4,0.0047,1961504,0.0059,0.0047,2.03925151312462e-06,2.03925151312462
"379",2022,"NH",4,0.0047,1377529,0.0042,0.0047,2.90375012068711e-06,2.90375012068711
"380",2022,"NJ",7,0.0081,9288994,0.028,0.0081,7.535799893939e-07,0.7535799893939
"381",2022,"NM",23,0.0268,2117522,0.0064,0.0268,1.08617525579427e-05,10.8617525579427
"382",2022,"NV",11,0.0128,3104614,0.0094,0.0128,3.54311357225085e-06,3.54311357225085
"383",2022,"NY",14,0.0163,20201249,0.0609,0.0163,6.93026455938442e-07,0.693026455938442
"384",2022,"OH",33,0.0384,11799448,0.0356,0.0384,2.79674100008746e-06,2.79674100008746
"385",2022,"OK",18,0.021,3959353,0.0119,0.021,4.54619732062284e-06,4.54619732062284
"386",2022,"OR",19,0.0221,4237256,0.0128,0.0221,4.48403400691391e-06,4.48403400691391
"387",2022,"PA",21,0.0244,13002700,0.0392,0.0244,1.61504918209295e-06,1.61504918209295
"388",2022,"RI",1,0.0012,1097379,0.0033,0.0012,9.11262198383603e-07,0.911262198383603
"389",2022,"SC",20,0.0233,5118425,0.0154,0.0233,3.90745199939434e-06,3.90745199939435
"390",2022,"SD",1,0.0012,886667,0.0027,0.0012,1.12781912488003e-06,1.12781912488003
"391",2022,"TN",23,0.0268,6910840,0.0209,0.0268,3.32810483240822e-06,3.32810483240822
"392",2022,"TX",96,0.1118,29145505,0.0879,0.1118,3.29381837782533e-06,3.29381837782533
"393",2022,"UT",5,0.0058,3271616,0.0099,0.0058,1.52829671941939e-06,1.52829671941939
"394",2022,"VA",18,0.021,8631393,0.026,0.021,2.08541077900172e-06,2.08541077900172
"395",2022,"VT",2,0.0023,643077,0.0019,0.0023,3.1100474748747e-06,3.1100474748747
"396",2022,"WA",30,0.0349,7705281,0.0232,0.0349,3.89343360741808e-06,3.89343360741808
"397",2022,"WI",5,0.0058,5893718,0.0178,0.0058,8.48360915809002e-07,0.848360915809002
"398",2022,"WV",10,0.0116,1793716,0.0054,0.0116,5.57501856481182e-06,5.57501856481182
"399",2022,"WY",6,0.007,576851,0.0017,0.007,1.04012994690137e-05,10.4012994690137
